review_id,target
2222,0
2225,0
2227,0
2229,0
2233,0
2236,0
2239,0
2240,0
2241,0
2244,0
2245,0
2247,0
2250,0
2251,0
2257,0
2260,0
2261,0
2266,0
2269,0
2272,0
2276,0
2278,0
2279,0
2281,0
2292,0
2304,0
2305,0
2306,0
2307,0
2329,0
2332,0
2339,0
2340,0
2345,0
2346,0
2351,0
2354,0
2355,0
2356,0
2357,0
2365,0
2372,0
2373,0
2374,0
2382,0
2383,0
2385,0
2389,0
2392,0
2394,0
2396,0
2400,0
2407,0
2408,0
2413,0
2415,0
2420,0
2424,0
2431,0
2432,0
2433,0
2446,0
2449,0
2450,0
2455,0
2456,0
2458,0
2459,0
2464,0
2467,0
2473,0
2478,0
2479,0
2482,0
2484,0
2486,0
2487,0
2489,0
2490,0
2498,0
2499,0
2508,0
2512,0
2514,0
2520,0
2523,0
2524,0
2526,0
2528,0
2529,0
2530,0
2534,0
2540,0
2548,0
2551,0
2562,0
2564,0
2571,0
2579,0
2580,0
2581,0
2584,0
2585,0
2592,0
2599,0
2602,0
2605,0
2607,0
2610,0
2615,0
2622,0
2625,0
2630,0
2631,0
2637,0
2638,0
2639,0
2640,0
2645,0
2646,0
2653,0
2654,0
2655,0
2657,0
2661,0
2670,0
2680,0
2681,0
2688,0
2689,0
2702,0
2710,0
2711,0
2716,0
2722,0
2723,0
2726,0
2728,0
2729,0
2732,0
2740,0
2745,0
2748,0
2751,0
2754,0
2757,0
2760,0
2764,0
2767,0
2770,0
2776,0
2779,0
2782,0
2785,0
2787,0
2789,0
2794,0
2800,0
2803,0
2808,0
2809,0
2817,0
2818,0
2822,0
2823,0
2824,0
2839,0
2841,0
2844,0
2848,0
2850,0
2851,0
2855,0
2856,0
2859,0
2866,0
2867,0
2872,0
2874,0
2875,0
2878,0
2880,0
2883,0
2884,0
2888,0
2889,0
2895,0
2896,0
2899,0
2905,0
2912,0
2925,0
2928,0
2929,0
2930,0
2932,0
2933,0
2936,0
2948,0
2950,0
2956,0
2957,0
2959,0
2961,0
2964,0
2966,0
2971,0
2975,0
2978,0
2979,0
2983,0
2984,0
2986,0
2987,0
2996,0
3005,0
3007,0
3012,0
3022,0
3025,0
3029,0
3030,0
3040,0
3041,0
3044,0
3050,0
3055,0
3057,0
3058,0
3061,0
3066,0
3067,0
3071,0
3077,0
3079,0
3081,0
3086,0
3087,0
3088,0
3094,0
3100,0
3104,0
3109,0
3110,0
3111,0
3113,0
3114,0
3115,0
3116,0
3121,0
3124,0
3126,0
3133,0
3134,0
3147,0
3149,0
3150,0
3153,0
3154,0
3155,0
3156,0
3159,0
3163,0
3164,0
3169,0
3175,0
3179,0
3182,0
3183,0
3184,0
3185,0
3195,0
3197,0
3198,0
3199,0
3200,0
3206,0
3208,0
3209,0
3219,0
3220,0
3223,0
3231,0
3238,0
3240,0
3244,0
3248,0
3249,0
3250,0
3259,0
3263,0
3266,0
3272,0
3277,0
3278,0
3279,0
3282,0
3301,0
3302,0
3307,0
3308,0
3310,0
3317,0
3324,0
3328,0
3331,0
3339,0
3350,0
3358,0
3361,0
3364,0
3372,0
3375,0
3382,0
3383,0
3390,0
3391,0
3393,0
3398,0
3404,0
3407,0
3410,0
3412,0
3422,0
3423,0
3426,0
3427,0
3430,0
3437,0
3439,0
3440,0
3450,0
3453,0
3455,0
3457,0
3459,0
3463,0
3467,0
3468,0
3475,0
3476,0
3478,0
3482,0
3483,0
3487,0
3490,0
3491,0
3492,0
3494,0
3496,0
3501,0
3508,0
3511,0
3513,0
3514,0
3515,0
3520,0
3529,0
3531,0
3534,0
3535,0
3536,0
3537,0
3538,0
3541,0
3542,0
3546,0
3550,0
3552,0
3556,0
3557,0
3562,0
3565,0
3567,0
3570,0
3571,0
3578,0
3587,0
3588,0
3590,0
3592,0
3597,0
3599,0
3600,0
3601,0
3604,0
3608,0
3614,0
3615,0
3619,0
3621,0
3635,0
3636,0
3638,0
3640,0
3645,0
3646,0
3647,0
3648,0
3656,0
3661,0
3662,0
3663,0
3664,0
3680,0
3682,0
3683,0
3684,0
3685,0
3694,0
3695,0
3696,0
3697,0
3707,0
3709,0
3717,0
3718,0
3721,0
3724,0
3726,0
3732,0
3733,0
3734,0
3735,0
3736,0
3738,0
3748,0
3753,0
3754,0
3769,0
3780,0
3787,0
3788,0
3793,0
3795,0
3798,0
3801,0
3802,0
3803,0
3816,0
3818,0
3822,0
3829,0
3831,0
3841,0
3847,0
3864,0
3866,0
3871,0
3872,0
3873,0
3876,0
3878,0
3880,0
3882,0
3884,0
3885,0
3889,0
3891,0
3904,0
3906,0
3908,0
3909,0
3911,0
3912,0
3918,0
3922,0
3924,0
3927,0
3934,0
3945,0
3946,0
3955,0
3961,0
3962,0
3964,0
3965,0
3968,0
3970,0
3974,0
3976,0
3979,0
3982,0
3985,0
3997,0
3998,0
3999,0
4004,0
4009,0
4016,0
4018,0
4023,0
4028,0
4029,0
4030,0
4031,0
4033,0
4034,0
4038,0
4048,0
4052,0
4057,0
4069,0
4074,0
4075,0
4076,0
4078,0
4084,0
4085,0
4087,0
4089,0
4090,0
4092,0
4094,0
4099,0
4103,0
4108,0
4121,0
4127,0
4131,0
4134,0
4136,0
4139,0
4144,0
4150,0
4155,0
4159,0
4166,0
4171,0
4177,0
4181,0
4183,0
4184,0
4190,0
4191,0
4192,0
4194,0
4196,0
4202,0
4203,0
4206,0
4207,0
4211,0
4217,0
4219,0
4223,0
4240,0
4241,0
4243,0
4245,0
4254,0
4262,0
4263,0
4267,0
4269,0
4271,0
4272,0
4274,0
4279,0
4280,0
4281,0
4288,0
4292,0
4293,0
4300,0
4301,0
4304,0
4315,0
4326,0
4328,0
4329,0
4330,0
4335,0
4340,0
4347,0
4350,0
4354,0
4355,0
4356,0
4373,0
4375,0
4376,0
4378,0
4384,0
4385,0
4386,0
4392,0
4393,0
4395,0
4402,0
4408,0
4416,0
4417,0
4422,0
4424,0
4425,0
4426,0
4427,0
4435,0
4444,0
4446,0
4448,0
4451,0
4452,0
4454,0
4455,0
4456,0
4458,0
4460,0
4467,0
4471,0
4473,0
4478,0
4479,0
4480,0
4487,0
4494,0
4497,0
4499,0
4504,0
4505,0
4510,0
4514,0
4525,0
4526,0
4527,0
4529,0
4530,0
4531,0
4543,0
4545,0
4549,0
4550,0
4551,0
4552,0
4554,0
4556,0
4557,0
4558,0
4563,0
4567,0
4568,0
4570,0
4571,0
4574,0
4575,0
4580,0
4587,0
4588,0
4590,0
4593,0
4595,0
4599,0
4605,0
4610,0
4613,0
4621,0
4624,0
4627,0
4630,0
4633,0
4635,0
4639,0
4648,0
4650,0
4651,0
4652,0
4653,0
4661,0
4663,0
4664,0
4666,0
4668,0
4669,0
4679,0
4680,0
4681,0
4684,0
4685,0
4688,0
4694,0
4696,0
4699,0
4701,0
4702,0
4703,0
4705,0
4709,0
4714,0
4715,0
4717,0
4721,0
4722,0
4725,0
4729,0
4730,0
4734,0
4736,0
4737,0
4743,0
4744,0
4763,0
4764,0
4767,0
4768,0
4770,0
4771,0
4772,0
4775,0
4777,0
4782,0
4786,0
4787,0
4789,0
4790,0
4793,0
4794,0
4803,0
4805,0
4809,0
4810,0
4812,0
4815,0
4818,0
4821,0
4825,0
4827,0
4829,0
4830,0
4831,0
4835,0
4840,0
4841,0
4842,0
4845,0
4846,0
4848,0
4849,0
4851,0
4853,0
4855,0
4859,0
4861,0
4865,0
4867,0
4869,0
4872,0
4877,0
4883,0
4884,0
4887,0
4889,0
4890,0
4891,0
4894,0
4895,0
4897,0
4898,0
4899,0
4901,0
4902,0
4911,0
4916,0
4921,0
4925,0
4946,0
4947,0
4951,0
4959,0
4961,0
4962,0
4963,0
4970,0
4972,0
4977,0
4981,0
4984,0
4985,0
4987,0
4992,0
5000,0
5006,0
5015,0
5023,0
5036,0
5041,0
5043,0
5044,0
5047,0
5057,0
5061,0
5064,0
5067,0
5071,0
5074,0
5079,0
5081,0
5087,0
5088,0
5090,0
5096,0
5102,0
5103,0
5110,0
5111,0
5112,0
5113,0
5115,0
5117,0
5124,0
5127,0
5131,0
5140,0
5143,0
5144,0
5147,0
5148,0
5153,0
5154,0
5155,0
5156,0
5157,0
5163,0
5165,0
5170,0
5180,0
5181,0
5184,0
5191,0
5193,0
5195,0
5202,0
5203,0
5209,0
5223,0
5226,0
5227,0
5229,0
5236,0
5242,0
5243,0
5245,0
5246,0
5247,0
5254,0
5256,0
5264,0
5270,0
5274,0
5278,0
5280,0
5281,0
5290,0
5294,0
5296,0
5308,0
5312,0
5313,0
5317,0
5318,0
5321,0
5325,0
5329,0
5330,0
5333,0
5336,0
5338,0
5339,0
5340,0
5343,0
5345,0
5348,0
5351,0
5358,0
5362,0
5364,0
5367,0
5372,0
5377,0
5378,0
5383,0
5404,0
5405,0
5413,0
5424,0
5430,0
5431,0
5436,0
5446,0
5451,0
5457,0
5458,0
5460,0
5466,0
5467,0
5470,0
5474,0
5476,0
5479,0
5483,0
5484,0
5497,0
5505,0
5507,0
5509,0
5510,0
5511,0
5514,0
5519,0
5526,0
5528,0
5532,0
5534,0
5537,0
5546,0
5548,0
5558,0
5559,0
5562,0
5566,0
5568,0
5570,0
5572,0
5574,0
5575,0
5576,0
5580,0
5584,0
5588,0
5592,0
5594,0
5597,0
5598,0
5600,0
5602,0
5603,0
5604,0
5605,0
5606,0
5607,0
5611,0
5612,0
5616,0
5624,0
5625,0
5631,0
5637,0
5640,0
5642,0
5643,0
5647,0
5649,0
5660,0
5661,0
5667,0
5668,0
5671,0
5678,0
5681,0
5685,0
5686,0
5688,0
5696,0
5701,0
5704,0
5715,0
5716,0
5726,0
5729,0
5730,0
5731,0
5732,0
5733,0
5736,0
5743,0
5749,0
5750,0
5752,0
5754,0
5755,0
5766,0
5770,0
5780,0
5782,0
5783,0
5784,0
5791,0
5795,0
5803,0
5805,0
5806,0
5810,0
5814,0
5815,0
5818,0
5821,0
5822,0
5828,0
5838,0
5840,0
5847,0
5852,0
5854,0
5857,0
5859,0
5862,0
5863,0
5873,0
5877,0
5878,0
5880,0
5884,0
5893,0
5896,0
5899,0
5901,0
5906,0
5907,0
5911,0
5913,0
5916,0
5920,0
5921,0
5925,0
5927,0
5928,0
5932,0
5933,0
5935,0
5938,0
5940,0
5946,0
5948,0
5952,0
5958,0
5971,0
5973,0
5979,0
5987,0
5989,0
5992,0
5997,0
6000,0
6002,0
6007,0
6014,0
6023,0
6025,0
6037,0
6040,0
6041,0
6045,0
6046,0
6048,0
6050,0
6051,0
6052,0
6056,0
6058,0
6059,0
6065,0
6069,0
6071,0
6074,0
6076,0
6078,0
6082,0
6084,0
6085,0
6090,0
6093,0
6095,0
6098,0
6101,0
6104,0
6105,0
6106,0
6109,0
6118,0
6119,0
6122,0
6124,0
6125,0
6128,0
6129,0
6130,0
6133,0
6136,0
6139,0
6149,0
6150,0
6155,0
6156,0
6157,0
6158,0
6173,0
6179,0
6183,0
6186,0
6190,0
6194,0
6197,0
6199,0
6202,0
6205,0
6206,0
6208,0
6210,0
6222,0
6229,0
6239,0
6245,0
6246,0
6255,0
6259,0
6262,0
6270,0
6272,0
6274,0
6276,0
6286,0
6289,0
6291,0
6294,0
6295,0
6298,0
6301,0
6315,0
6316,0
6322,0
6324,0
6334,0
6338,0
6347,0
6349,0
6355,0
6356,0
6358,0
6360,0
6370,0
6377,0
6380,0
6385,0
6390,0
6392,0
6393,0
6394,0
6396,0
6398,0
6400,0
6404,0
6405,0
6408,0
6410,0
6411,0
6412,0
6413,0
6423,0
6426,0
6427,0
6428,0
6432,0
6433,0
6450,0
6453,0
6455,0
6456,0
6458,0
6459,0
6460,0
6463,0
6465,0
6466,0
6468,0
6473,0
6477,0
6487,0
6489,0
6492,0
6493,0
6496,0
6498,0
6499,0
6501,0
6507,0
6510,0
6516,0
6521,0
6534,0
6541,0
6555,0
6556,0
6560,0
6562,0
6564,0
6568,0
6569,0
6573,0
6581,0
6593,0
6597,0
6608,0
6613,0
6617,0
6620,0
6622,0
6623,0
6628,0
6629,0
6633,0
6635,0
6637,0
6640,0
6643,0
6649,0
6653,0
6654,0
6655,0
6656,0
6662,0
6663,0
6667,0
6672,0
6674,0
6676,0
6683,0
6684,0
6685,0
6686,0
6690,0
6693,0
6694,0
6700,0
6713,0
6721,0
6722,0
6727,0
6735,0
6737,0
6739,0
6744,0
6745,0
6746,0
6750,0
6756,0
6760,0
6761,0
6762,0
6766,0
6769,0
6778,0
6789,0
6794,0
6797,0
6805,0
6806,0
6809,0
6810,0
6815,0
6831,0
6836,0
6839,0
6841,0
6842,0
6847,0
6856,0
6860,0
6869,0
6871,0
6874,0
6875,0
6878,0
6881,0
6887,0
6889,0
6891,0
6894,0
6900,0
6904,0
6921,0
6922,0
6925,0
6926,0
6937,0
6939,0
6941,0
6943,0
6944,0
6948,0
6950,0
6952,0
6954,0
6961,0
6964,0
6965,0
6967,0
6968,0
6974,0
6985,0
6988,0
6989,0
6990,0
6992,0
6995,0
7000,0
7002,0
7010,0
7015,0
7021,0
7033,0
7038,0
7039,0
7040,0
7044,0
7054,0
7059,0
7069,0
7070,0
7072,0
7077,0
7079,0
7089,0
7092,0
7097,0
7100,0
7102,0
7111,0
7112,0
7116,0
7118,0
7121,0
7124,0
7126,0
7127,0
7130,0
7137,0
7141,0
7142,0
7143,0
7144,0
7147,0
7161,0
7163,0
7164,0
7165,0
7171,0
7175,0
7179,0
7180,0
7185,0
7196,0
7200,0
7212,0
7215,0
7218,0
7220,0
7224,0
7225,0
7226,0
7227,0
7231,0
7233,0
7239,0
7242,0
7251,0
7254,0
7260,0
7263,0
7266,0
7269,0
7276,0
7277,0
7278,0
7279,0
7280,0
7282,0
7283,0
7289,0
7300,0
7312,0
7313,0
7320,0
7322,0
7323,0
7331,0
7339,0
7341,0
7342,0
7345,0
7347,0
7349,0
7350,0
7355,0
7359,0
7362,0
7374,0
7375,0
7390,0
7396,0
7397,0
7401,0
7405,0
7407,0
7414,0
7415,0
7418,0
7419,0
7421,0
7423,0
7428,0
7431,0
7433,0
7437,0
7449,0
7453,0
7456,0
7462,0
7465,0
7466,0
7467,0
7471,0
7472,0
7479,0
7482,0
7483,0
7484,0
7486,0
7495,0
7496,0
7498,0
7499,0
7500,0
7514,0
7517,0
7521,0
7524,0
7527,0
7538,0
7544,0
7548,0
7554,0
7563,0
7569,0
7578,0
7581,0
7582,0
7583,0
7590,0
7591,0
7594,0
7597,0
7600,0
7607,0
7609,0
7619,0
7621,0
7622,0
7630,0
7645,0
7651,0
7657,0
7658,0
7659,0
7661,0
7663,0
7669,0
7673,0
7674,0
7680,0
7687,0
7690,0
7692,0
7695,0
7698,0
7702,0
7706,0
7708,0
7711,0
7715,0
7719,0
7721,0
7725,0
7727,0
7730,0
7732,0
7733,0
7737,0
7743,0
7745,0
7750,0
7751,0
7758,0
7759,0
7761,0
7762,0
7767,0
7773,0
7780,0
7785,0
7787,0
7791,0
7798,0
7802,0
7805,0
7813,0
7814,0
7820,0
7832,0
7839,0
7845,0
7867,0
7868,0
7871,0
7872,0
7874,0
7875,0
7876,0
7877,0
7883,0
7884,0
7887,0
7890,0
7891,0
7894,0
7896,0
7901,0
7909,0
7914,0
7917,0
7918,0
7921,0
7925,0
7928,0
7931,0
7932,0
7935,0
7936,0
7944,0
7946,0
7947,0
7949,0
7950,0
7952,0
7954,0
7958,0
7960,0
7963,0
7965,0
7974,0
7979,0
7981,0
7983,0
7985,0
7989,0
7993,0
7997,0
8004,0
8017,0
8020,0
8021,0
8022,0
8024,0
8025,0
8036,0
8037,0
8038,0
8060,0
8062,0
8067,0
8074,0
8079,0
8081,0
8090,0
8096,0
8106,0
8108,0
8111,0
8112,0
8120,0
8126,0
8127,0
8128,0
8136,0
8138,0
8139,0
8143,0
8146,0
8148,0
8151,0
8154,0
8155,0
8157,0
8174,0
8179,0
8181,0
8182,0
8185,0
8190,0
8191,0
8200,0
8207,0
8214,0
8218,0
8222,0
8226,0
8229,0
8239,0
8242,0
8243,0
8245,0
8246,0
8247,0
8249,0
8250,0
8251,0
8255,0
8256,0
8263,0
8264,0
8267,0
8273,0
8274,0
8276,0
8278,0
8279,0
8280,0
8286,0
8287,0
8288,0
8290,0
8291,0
8296,0
8300,0
8303,0
8305,0
8310,0
8316,0
8320,0
8321,0
8322,0
8324,0
8327,0
8329,0
8330,0
8338,0
8340,0
8346,0
8348,0
8351,0
8353,0
8358,0
8365,0
8368,0
8375,0
8376,0
8389,0
8390,0
8397,0
8399,0
8401,0
8410,0
8414,0
8415,0
8416,0
8419,0
8420,0
8423,0
8427,0
8428,0
8430,0
8438,0
8444,0
8445,0
8450,0
8452,0
8453,0
8457,0
8462,0
8468,0
8470,0
8472,0
8474,0
8480,0
8490,0
8493,0
8500,0
8508,0
8521,0
8529,0
8535,0
8537,0
8542,0
8543,0
8547,0
8548,0
8553,0
8557,0
8562,0
8564,0
8566,0
8572,0
8576,0
8584,0
8588,0
8593,0
8594,0
8596,0
8599,0
8600,0
8601,0
8603,0
8614,0
8615,0
8622,0
8624,0
8631,0
8639,0
8652,0
8654,0
8658,0
8659,0
8668,0
8670,0
8672,0
8675,0
8677,0
8680,0
8685,0
8687,0
8691,0
8693,0
8702,0
8710,0
8718,0
8720,0
8725,0
8727,0
8728,0
8736,0
8738,0
8741,0
8742,0
8744,0
8750,0
8752,0
8754,0
8756,0
8766,0
8780,0
8783,0
8787,0
8791,0
8808,0
8809,0
8814,0
8815,0
8816,0
8819,0
8822,0
8829,0
8838,0
8840,0
8849,0
8851,0
8853,0
8854,0
8855,0
8870,0
8872,0
8875,0
8877,0
8879,0
8880,0
8881,0
8889,0
8897,0
8899,0
8900,0
8903,0
8905,0
8910,0
8911,0
8917,0
8926,0
8931,0
8934,0
8935,0
8948,0
8952,0
8955,0
8961,0
8962,0
8964,0
8965,0
8978,0
8981,0
8982,0
8983,0
8987,0
8988,0
8989,0
8990,0
8995,0
8998,0
9000,0
9002,0
9007,0
9008,0
9013,0
9014,0
9017,0
9023,0
9029,0
9040,0
9043,0
9045,0
9052,0
9057,0
9060,0
9063,0
9064,0
9066,0
9067,0
9072,0
9082,0
9086,0
9087,0
9094,0
9097,0
9098,0
9099,0
9120,0
9123,0
9126,0
9128,0
9129,0
9135,0
9145,0
9151,0
9152,0
9154,0
9157,0
9158,0
9160,0
9166,0
9171,0
9172,0
9174,0
9178,0
9180,0
9185,0
9186,0
9189,0
9191,0
9203,0
9206,0
9215,0
9216,0
9217,0
9220,0
9232,0
9233,0
9234,0
9247,0
9252,0
9257,0
9268,0
9271,0
9276,0
9278,0
9282,0
9285,0
9293,0
9306,0
9307,0
9313,0
9315,0
9316,0
9317,0
9318,0
9321,0
9322,0
9328,0
9333,0
9335,0
9342,0
9351,0
9354,0
9359,0
9368,0
9369,0
9375,0
9376,0
9377,0
9384,0
9388,0
9390,0
9391,0
9394,0
9396,0
9398,0
9402,0
9409,0
9410,0
9412,0
9414,0
9423,0
9426,0
9433,0
9437,0
9440,0
9442,0
9446,0
9447,0
9449,0
9451,0
9452,0
9453,0
9455,0
9456,0
9461,0
9464,0
9467,0
9469,0
9470,0
9475,0
9477,0
9481,0
9484,0
9486,0
9487,0
9489,0
9492,0
9494,0
9496,0
9500,0
9503,0
9504,0
9507,0
9512,0
9516,0
9520,0
9535,0
9536,0
9538,0
9539,0
9540,0
9546,0
9547,0
9549,0
9551,0
9558,0
9568,0
9573,0
9574,0
9576,0
9577,0
9579,0
9582,0
9584,0
9589,0
9599,0
9609,0
9613,0
9617,0
9620,0
9622,0
9623,0
9632,0
9641,0
9648,0
9649,0
9659,0
9660,0
9665,0
9666,0
9673,0
9677,0
9680,0
9689,0
9690,0
9699,0
9713,0
9714,0
9715,0
9718,0
9721,0
9729,0
9731,0
9737,0
9744,0
9749,0
9752,0
9755,0
9759,0
9761,0
9764,0
9776,0
9777,0
9778,0
9781,0
9783,0
9787,0
9800,0
9804,0
9808,0
9809,0
9811,0
9815,0
9826,0
9827,0
9829,0
9830,0
9833,0
9834,0
9837,0
9838,0
9840,0
9841,0
9842,0
9843,0
9844,0
9845,0
9856,0
9862,0
9864,0
9865,0
9870,0
9873,0
9881,0
9882,0
9886,0
9887,0
9903,0
9912,0
9913,0
9914,0
9915,0
9919,0
9924,0
9925,0
9927,0
9928,0
9932,0
9938,0
9940,0
9941,0
9944,0
9945,0
9948,0
9952,0
9966,0
9971,0
9986,0
9991,0
9993,0
9997,0
10013,0
10025,0
10027,0
10028,0
10029,0
10035,0
10044,0
10045,0
10048,0
10049,0
10051,0
10061,0
10065,0
10066,0
10067,0
10069,0
10074,0
10075,0
10079,0
10084,0
10093,0
10096,0
10099,0
10114,0
10116,0
10128,0
10138,0
10140,0
10147,0
10148,0
10149,0
10153,0
10165,0
10169,0
10175,0
10179,0
10180,0
10181,0
10184,0
10187,0
10198,0
10201,0
10207,0
10209,0
10210,0
10212,0
10231,0
10236,0
10242,0
10243,0
10245,0
10246,0
10249,0
10262,0
10269,0
10281,0
10283,0
10285,0
10287,0
10294,0
10295,0
10300,0
10301,0
10303,0
10307,0
10312,0
10321,0
10330,0
10345,0
10347,0
10348,0
10349,0
10352,0
10355,0
10356,0
10358,0
10361,0
10363,0
10374,0
10386,0
10390,0
10391,0
10392,0
10395,0
10397,0
10400,0
10406,0
10411,0
10416,0
10422,0
10426,0
10428,0
10432,0
10437,0
10438,0
10440,0
10445,0
10447,0
10457,0
10471,0
10472,0
10474,0
10478,0
10480,0
10485,0
10486,0
10496,0
10498,0
10499,0
10500,0
10501,0
10506,0
10510,0
10514,0
10524,0
10528,0
10531,0
10532,0
10533,0
10535,0
10539,0
10541,0
10543,0
10547,0
10551,0
10557,0
10560,0
10561,0
10563,0
10573,0
10574,0
10577,0
10580,0
10581,0
10583,0
10584,0
10587,0
10590,0
10591,0
10593,0
10600,0
10601,0
10605,0
10611,0
10624,0
10626,0
10630,0
10631,0
10637,0
10638,0
10639,0
10641,0
10642,0
10644,0
10645,0
10647,0
10649,0
10652,0
10661,0
10662,0
10665,0
10671,0
10677,0
10682,0
10684,0
10686,0
10688,0
10689,0
10693,0
10696,0
10698,0
10700,0
10703,0
10705,0
10706,0
10708,0
10711,0
10716,0
10722,0
10725,0
10727,0
10734,0
10735,0
10739,0
10740,0
10756,0
10757,0
10761,0
10766,0
10767,0
10770,0
10778,0
10790,0
10797,0
10800,0
10802,0
10803,0
10811,0
10814,0
