review_id,target
1320,8
1323,8
1326,8
1340,8
1341,8
1350,8
1354,8
1355,0
1356,0
1359,8
1364,8
1366,0
1367,8
1368,8
1369,0
1370,8
1379,8
1384,8
1387,0
1388,0
1390,8
1393,8
1396,0
1398,0
1401,8
1402,8
1403,8
1408,8
1416,8
1417,0
1419,8
1422,8
1423,8
1425,0
1426,8
1427,8
1433,0
1434,8
1439,8
1442,8
1445,8
1448,8
1451,8
1461,8
1463,8
1464,8
1465,8
1467,8
1472,0
1474,8
1478,8
1481,8
1486,8
1493,8
1500,8
1506,0
1507,8
1511,8
1514,8
1517,8
1525,8
1526,8
1528,8
1530,8
1536,8
1539,0
1542,8
1546,0
1547,8
1550,8
1551,0
1554,0
1555,8
1563,8
1567,0
1570,8
1572,8
1577,0
1578,0
1579,0
1583,8
1590,8
1591,0
1593,8
1599,8
1601,8
1610,0
1612,0
1616,0
1617,8
1618,8
1625,8
1627,0
1630,8
1632,0
1637,8
1640,8
1641,0
1645,0
1649,0
1653,8
1656,0
1660,8
1663,0
1666,0
1667,8
1669,0
1678,0
1679,0
1682,8
1687,0
1697,8
1700,0
1702,0
1703,0
1706,8
1709,8
1719,8
1720,8
1732,8
1734,8
1738,0
1742,8
1743,8
1744,8
1745,8
1748,0
1749,8
1750,8
1752,8
1759,0
1762,8
1764,8
1766,8
1771,8
1782,0
1784,8
1792,0
1803,0
1804,8
1805,0
1809,8
1810,0
1813,8
1816,8
1822,8
1829,0
1839,8
1843,8
1847,0
1850,8
1854,8
1862,8
1863,0
1864,0
1865,0
1868,8
1871,0
1876,8
1886,0
1891,0
1900,8
1913,8
1915,8
1920,8
1926,0
1933,0
1939,0
1943,0
1952,0
1969,8
1972,8
1973,8
1979,8
1980,8
1987,0
1992,8
1993,0
1994,0
1999,0
2002,0
2003,8
2012,8
2015,8
2020,8
2024,0
2027,8
2030,0
2039,8
2045,8
2048,8
2050,8
2052,8
2055,0
2057,8
2061,0
2064,8
2071,0
2072,8
2074,8
2075,8
2077,0
2081,8
2087,8
2088,8
2089,0
2093,8
2095,8
2101,8
2106,0
2118,8
2123,8
2125,8
2130,8
2135,8
2137,8
2138,8
2146,8
2148,0
2156,8
2159,8
2160,8
2164,8
2169,8
2191,8
2193,8
2197,8
2198,0
2206,8
2214,8
2221,8
2222,8
2225,8
2227,8
2229,0
2233,0
2236,8
2239,8
2240,0
2241,8
2244,8
2245,8
2247,8
2250,8
2251,8
2257,8
2260,0
2261,0
2266,0
2269,8
2272,8
2276,8
2278,0
2279,8
2281,8
2292,0
2304,0
2305,8
2306,0
2307,0
2329,0
2332,8
2339,8
2340,8
2345,8
2346,0
2351,8
2354,0
2355,8
2356,8
2357,8
2365,8
2372,8
2373,8
2374,0
2382,8
2383,8
2385,8
2389,0
2392,0
2394,8
2396,0
2400,8
2407,8
2408,0
2413,8
2415,0
2420,8
2424,8
2431,8
2432,8
2433,8
2446,8
2449,0
2450,0
2455,0
2456,8
2458,0
2459,8
2464,8
2467,8
2473,0
2478,0
2479,8
2482,8
2484,0
2486,8
2487,8
2489,8
2490,8
2498,0
2499,0
2508,8
2512,0
2514,0
2520,0
2523,8
2524,8
2526,8
2528,8
2529,8
2530,0
2534,8
2540,8
2548,0
2551,8
2562,8
2564,8
2571,8
2579,0
2580,0
2581,8
2584,0
2585,8
2592,8
2599,8
2602,8
2605,8
2607,0
2610,8
2615,8
2622,8
2625,0
2630,0
2631,8
2637,8
2638,0
2639,0
2640,8
2645,0
2646,8
2653,8
2654,8
2655,0
2657,8
2661,0
2670,8
2680,0
2681,8
2688,8
2689,8
2702,0
2710,0
2711,0
2716,0
2722,8
2723,8
2726,8
2728,0
2729,8
2732,8
2740,8
2745,0
2748,8
2751,8
2754,0
2757,8
2760,8
2764,8
2767,8
2770,0
2776,8
2779,8
2782,0
2785,8
2787,0
2789,8
2794,0
2800,8
2803,0
2808,8
2809,8
2817,8
2818,8
2822,8
2823,8
2824,8
2839,8
2841,0
2844,0
2848,0
2850,8
2851,8
2855,8
2856,8
2859,8
2866,8
2867,8
2872,8
2874,8
2875,0
2878,0
2880,8
2883,8
2884,8
2888,0
2889,8
2895,8
2896,8
2899,8
2905,0
2912,8
2925,8
2928,8
2929,8
2930,0
2932,8
2933,8
2936,0
2948,8
2950,0
2956,8
2957,8
2959,8
2961,8
2964,8
2966,8
2971,0
2975,8
2978,8
2979,0
2983,0
2984,8
2986,8
2987,8
2996,8
3005,8
3007,8
3012,0
3022,8
3025,8
3029,8
3030,8
3040,8
3041,8
3044,8
3050,0
3055,8
3057,8
3058,8
3061,8
3066,8
3067,0
3071,0
3077,8
3079,8
3081,8
3086,0
3087,8
3088,8
3094,0
3100,8
3104,0
3109,8
3110,8
3111,8
3113,0
3114,0
3115,8
3116,0
3121,0
3124,8
3126,8
3133,8
3134,0
3147,8
3149,0
3150,8
3153,8
3154,8
3155,8
3156,0
3159,0
3163,8
3164,0
3169,8
3175,0
3179,8
3182,8
3183,8
3184,8
3185,0
3195,8
3197,8
3198,8
3199,8
3200,8
3206,8
3208,8
3209,8
3219,0
3220,0
3223,8
3231,8
3238,8
3240,8
3244,0
3248,8
3249,8
3250,0
3259,0
3263,0
3266,0
3272,0
3277,8
3278,8
3279,8
3282,0
3301,8
3302,0
3307,8
3308,8
3310,0
3317,8
3324,8
3328,0
3331,8
3339,8
3350,8
3358,8
3361,8
3364,8
3372,0
3375,8
3382,0
3383,8
3390,0
3391,8
3393,8
3398,8
3404,0
3407,8
3410,8
3412,8
3422,8
3423,0
3426,0
3427,8
3430,8
3437,0
3439,8
3440,8
3450,0
3453,8
3455,0
3457,8
3459,8
3463,8
3467,0
3468,8
3475,8
3476,8
3478,8
3482,8
3483,8
3487,8
3490,0
3491,8
3492,8
3494,0
3496,8
3501,0
3508,0
3511,0
3513,8
3514,8
3515,8
3520,0
3529,8
3531,8
3534,0
3535,8
3536,8
3537,8
3538,8
3541,8
3542,8
3546,8
3550,8
3552,8
3556,8
3557,0
3562,0
3565,0
3567,8
3570,8
3571,8
3578,8
3587,8
3588,8
3590,8
3592,0
3597,8
3599,8
3600,8
3601,8
3604,0
3608,0
3614,8
3615,8
3619,0
3621,8
3635,8
3636,8
3638,0
3640,8
3645,8
3646,0
3647,8
3648,8
3656,0
3661,8
3662,8
3663,0
3664,8
3680,8
3682,8
3683,0
3684,8
3685,8
3694,0
3695,0
3696,8
3697,8
3707,8
3709,8
3717,0
3718,0
3721,0
3724,8
3726,8
3732,0
3733,0
3734,0
3735,0
3736,0
3738,8
3748,8
3753,8
3754,8
3769,8
3780,0
3787,8
3788,0
3793,0
3795,8
3798,8
3801,8
3802,8
3803,8
3816,8
3818,8
3822,0
3829,0
3831,8
3841,8
3847,0
3864,0
3866,8
3871,0
3872,8
3873,8
3876,0
3878,0
3880,8
3882,8
3884,0
3885,8
3889,8
3891,8
3904,0
3906,8
3908,8
3909,8
3911,0
3912,8
3918,8
3922,8
3924,8
3927,8
3934,8
3945,8
3946,0
3955,8
3961,0
3962,8
3964,8
3965,8
3968,8
3970,8
3974,8
3976,8
3979,8
3982,8
3985,8
3997,8
3998,0
3999,8
4004,0
4009,0
4016,0
4018,8
4023,0
4028,0
4029,8
4030,8
4031,0
4033,8
4034,0
4038,8
4048,8
4052,0
4057,8
4069,0
4074,0
4075,8
4076,8
4078,8
4084,8
4085,0
4087,8
4089,0
4090,8
4092,8
4094,8
4099,0
4103,8
4108,8
4121,0
4127,0
4131,8
4134,8
4136,8
4139,8
4144,8
4150,0
4155,8
4159,0
4166,0
4171,8
4177,8
4181,8
4183,0
4184,8
4190,8
4191,8
4192,0
4194,8
4196,0
4202,0
4203,0
4206,8
4207,0
4211,0
4217,8
4219,0
4223,8
4240,8
4241,8
4243,0
4245,0
4254,8
4262,0
4263,8
4267,0
4269,8
4271,8
4272,8
4274,8
4279,0
4280,0
4281,8
4288,8
4292,8
4293,8
4300,8
4301,8
4304,8
4315,8
4326,8
4328,8
4329,8
4330,8
4335,8
4340,0
4347,8
4350,8
4354,8
4355,8
4356,0
4373,8
4375,8
4376,8
4378,0
4384,8
4385,8
4386,8
4392,8
4393,0
4395,0
4402,0
4408,0
4416,8
4417,8
4422,8
4424,8
4425,8
4426,8
4427,8
4435,0
4444,8
4446,8
4448,8
4451,0
4452,8
4454,8
4455,0
4456,8
4458,8
4460,8
4467,0
4471,8
4473,8
4478,8
4479,0
4480,0
4487,8
4494,8
4497,0
4499,8
4504,0
4505,0
4510,8
4514,8
4525,8
4526,0
4527,0
4529,8
4530,0
4531,8
4543,0
4545,8
4549,8
4550,8
4551,0
4552,8
4554,0
4556,0
4557,8
4558,0
4563,8
4567,8
4568,0
4570,8
4571,8
4574,0
4575,8
4580,8
4587,0
4588,0
4590,8
4593,8
4595,8
4599,8
4605,8
4610,8
4613,8
4621,8
4624,8
4627,8
4630,8
4633,8
4635,8
4639,8
4648,0
4650,8
4651,8
4652,8
4653,8
4661,8
4663,8
4664,0
4666,8
4668,8
4669,0
4679,0
4680,8
4681,0
4684,8
4685,8
4688,8
4694,8
4696,8
4699,8
4701,8
4702,0
4703,8
4705,8
4709,0
4714,8
4715,8
4717,0
4721,8
4722,8
4725,8
4729,8
4730,8
4734,8
4736,0
4737,8
4743,0
4744,8
4763,0
4764,8
4767,0
4768,8
4770,0
4771,8
4772,8
4775,8
4777,0
4782,0
4786,8
4787,8
4789,8
4790,0
4793,0
4794,8
4803,0
4805,8
4809,8
4810,0
4812,0
4815,0
4818,0
4821,0
4825,8
4827,8
4829,8
4830,0
4831,8
4835,0
4840,8
4841,8
4842,8
4845,8
4846,8
4848,8
4849,0
4851,8
4853,8
4855,8
4859,0
4861,0
4865,0
4867,8
4869,8
4872,0
4877,0
4883,0
4884,8
4887,0
4889,0
4890,8
4891,8
4894,0
4895,8
4897,8
4898,8
4899,8
4901,8
4902,8
4911,8
4916,8
4921,8
4925,8
4946,8
4947,8
4951,8
4959,8
4961,8
4962,0
4963,0
4970,8
4972,0
4977,8
4981,8
4984,8
4985,8
4987,8
4992,0
5000,8
5006,8
5015,0
5023,8
5036,8
5041,0
5043,8
5044,8
5047,0
5057,8
5061,8
5064,0
5067,8
5071,8
5074,8
5079,8
5081,8
5087,0
5088,8
5090,8
5096,8
5102,0
5103,8
5110,0
5111,8
5112,0
5113,8
5115,8
5117,8
5124,0
5127,0
5131,8
5140,8
5143,8
5144,8
5147,0
5148,0
5153,0
5154,8
5155,0
5156,0
5157,0
5163,8
5165,8
5170,0
5180,0
5181,8
5184,0
5191,8
5193,0
5195,8
5202,0
5203,0
5209,8
5223,8
5226,0
5227,8
5229,8
5236,0
5242,0
5243,0
5245,8
5246,8
5247,8
5254,0
5256,8
5264,0
5270,8
5274,8
5278,8
5280,8
5281,8
5290,8
5294,8
5296,8
5308,0
5312,8
5313,0
5317,0
5318,0
5321,0
5325,8
5329,8
5330,8
5333,8
5336,0
5338,8
5339,8
5340,8
5343,8
5345,8
5348,0
5351,8
5358,8
5362,8
5364,8
5367,8
5372,8
5377,8
5378,0
5383,8
5404,8
5405,0
5413,8
5424,0
5430,0
5431,8
5436,0
5446,8
5451,8
5457,0
5458,8
5460,0
5466,0
5467,8
5470,8
5474,0
5476,8
5479,8
5483,8
5484,8
5497,8
5505,8
5507,8
5509,8
5510,8
5511,0
5514,8
5519,8
5526,0
5528,8
5532,8
5534,8
5537,8
5546,0
5548,8
5558,8
5559,8
5562,0
5566,8
5568,8
5570,8
5572,8
5574,8
5575,8
5576,0
5580,8
5584,8
5588,0
5592,0
5594,8
5597,8
5598,8
5600,8
5602,8
5603,8
5604,8
5605,8
5606,8
5607,8
5611,0
5612,0
5616,8
5624,8
5625,8
5631,8
5637,8
5640,0
5642,8
5643,0
5647,0
5649,8
5660,8
5661,0
5667,0
5668,8
5671,8
5678,8
5681,8
5685,0
5686,8
5688,0
5696,8
5701,8
5704,0
5715,8
5716,8
5726,8
5729,0
5730,0
5731,8
5732,0
5733,8
5736,8
5743,0
5749,0
5750,8
5752,8
5754,8
5755,8
5766,8
5770,8
5780,8
5782,0
5783,8
5784,0
5791,8
5795,0
5803,8
5805,8
5806,8
5810,0
5814,0
5815,8
5818,8
5821,8
5822,8
5828,8
5838,8
5840,0
5847,8
5852,0
5854,8
5857,8
5859,0
5862,8
5863,8
5873,8
5877,8
5878,8
5880,0
5884,8
5893,8
5896,8
5899,0
5901,8
5906,0
5907,8
5911,8
5913,8
5916,8
5920,8
5921,0
5925,0
5927,8
5928,0
5932,0
5933,0
5935,8
5938,8
5940,8
5946,0
5948,0
5952,8
5958,8
5971,8
5973,0
5979,0
5987,8
5989,8
5992,8
5997,8
6000,8
6002,8
6007,0
6014,0
6023,8
6025,0
6037,8
6040,0
6041,8
6045,8
6046,0
6048,0
6050,0
6051,8
6052,0
6056,8
6058,8
6059,0
6065,0
6069,8
6071,8
6074,0
6076,8
6078,8
6082,0
6084,8
6085,0
6090,0
6093,0
6095,0
6098,8
6101,0
6104,0
6105,8
6106,0
6109,8
6118,0
6119,0
6122,8
6124,0
6125,8
6128,8
6129,8
6130,0
6133,0
6136,8
6139,8
6149,0
6150,8
6155,8
6156,0
6157,0
6158,8
6173,8
6179,8
6183,8
6186,8
6190,0
6194,8
6197,0
6199,8
6202,8
6205,8
6206,0
6208,8
6210,0
6222,0
6229,8
6239,8
6245,8
6246,8
6255,0
6259,8
6262,8
6270,8
6272,0
6274,8
6276,8
6286,8
6289,0
6291,8
6294,8
6295,8
6298,8
6301,8
6315,8
6316,8
6322,8
6324,8
6334,0
6338,8
6347,8
6349,0
6355,0
6356,0
6358,0
6360,8
6370,8
6377,0
6380,8
6385,0
6390,0
6392,8
6393,0
6394,8
6396,8
6398,8
6400,8
6404,8
6405,0
6408,8
6410,8
6411,8
6412,0
6413,0
6423,0
6426,0
6427,8
6428,0
6432,8
6433,8
6450,8
6453,8
6455,8
6456,8
6458,8
6459,8
6460,8
6463,8
6465,8
6466,0
6468,0
6473,8
6477,8
6487,8
6489,8
6492,8
6493,8
6496,8
6498,0
6499,0
6501,8
6507,8
6510,8
6516,0
6521,0
6534,8
6541,0
6555,8
6556,0
6560,8
6562,8
6564,8
6568,8
6569,8
6573,0
6581,8
6593,8
6597,8
6608,8
6613,8
6617,0
6620,8
6622,8
6623,8
6628,8
6629,8
6633,8
6635,8
6637,8
6640,8
6643,0
6649,0
6653,8
6654,8
6655,0
6656,0
6662,8
6663,8
6667,8
6672,0
6674,8
6676,0
6683,0
6684,0
6685,0
6686,8
6690,8
6693,8
6694,8
6700,0
6713,0
6721,8
6722,8
6727,8
6735,8
6737,8
6739,8
6744,8
6745,8
6746,8
6750,0
6756,8
6760,8
6761,0
6762,8
6766,8
6769,0
6778,8
6789,8
6794,8
6797,8
6805,8
6806,8
6809,8
6810,8
6815,8
6831,8
6836,0
6839,8
6841,0
6842,0
6847,0
6856,8
6860,8
6869,8
6871,0
6874,8
6875,8
6878,8
6881,8
6887,8
6889,8
6891,8
6894,8
6900,0
6904,8
6921,0
6922,8
6925,0
6926,8
6937,8
6939,0
6941,8
6943,8
6944,8
6948,8
6950,8
6952,0
6954,8
6961,8
6964,0
6965,0
6967,8
6968,8
6974,8
6985,0
6988,0
6989,8
6990,8
6992,8
6995,8
7000,8
7002,8
7010,8
7015,0
7021,8
7033,8
7038,8
7039,0
7040,0
7044,8
7054,8
7059,8
7069,8
7070,8
7072,8
7077,8
7079,8
7089,0
7092,8
7097,8
7100,8
7102,8
7111,0
7112,0
7116,0
7118,0
7121,8
7124,8
7126,8
7127,8
7130,8
7137,0
7141,8
7142,8
7143,8
7144,0
7147,0
7161,8
7163,8
7164,8
7165,8
7171,8
7175,8
7179,0
7180,8
7185,0
7196,8
7200,8
7212,0
7215,8
7218,8
7220,8
7224,8
7225,0
7226,0
7227,8
7231,8
7233,8
7239,8
7242,0
7251,8
7254,8
7260,0
7263,8
7266,0
7269,0
7276,8
7277,8
7278,8
7279,8
7280,0
7282,0
7283,8
7289,0
7300,0
7312,8
7313,8
7320,0
7322,8
7323,8
7331,8
7339,8
7341,0
7342,0
7345,0
7347,8
7349,8
7350,8
7355,8
7359,8
7362,0
7374,8
7375,8
7390,8
7396,8
7397,8
7401,0
7405,8
7407,8
7414,8
7415,8
7418,8
7419,8
7421,8
7423,8
7428,0
7431,8
7433,8
7437,8
7449,8
7453,8
7456,0
7462,8
7465,0
7466,8
7467,8
7471,0
7472,8
7479,8
7482,0
7483,8
7484,0
7486,8
7495,0
7496,0
7498,8
7499,8
7500,8
7514,0
7517,8
7521,8
7524,0
7527,8
7538,0
7544,8
7548,8
7554,8
7563,8
7569,8
7578,8
7581,0
7582,8
7583,0
7590,8
7591,0
7594,0
7597,8
7600,8
7607,0
7609,8
7619,8
7621,8
7622,8
7630,0
7645,0
7651,8
7657,8
7658,0
7659,8
7661,8
7663,0
7669,8
7673,0
7674,0
7680,8
7687,8
7690,8
7692,8
7695,8
7698,8
7702,0
7706,8
7708,8
7711,8
7715,8
7719,8
7721,8
7725,0
7727,8
7730,8
7732,8
7733,8
7737,8
7743,0
7745,8
7750,8
7751,0
7758,8
7759,0
7761,0
7762,0
7767,0
7773,8
7780,8
7785,8
7787,0
7791,8
7798,8
7802,0
7805,8
7813,8
7814,0
7820,8
7832,0
7839,0
7845,8
7867,8
7868,8
7871,0
7872,0
7874,8
7875,8
7876,8
7877,8
7883,8
7884,0
7887,8
7890,8
7891,8
7894,8
7896,8
7901,8
7909,8
7914,0
7917,8
7918,0
7921,8
7925,8
7928,8
7931,8
7932,0
7935,8
7936,8
7944,8
7946,8
7947,8
7949,8
7950,8
7952,8
7954,0
7958,0
7960,8
7963,0
7965,0
7974,8
7979,0
7981,8
7983,0
7985,8
7989,8
7993,8
7997,8
8004,8
8017,8
8020,8
8021,8
8022,0
8024,8
8025,8
8036,8
8037,0
8038,8
8060,8
8062,8
8067,8
8074,8
8079,8
8081,8
8090,8
8096,8
8106,0
8108,8
8111,0
8112,0
8120,8
8126,8
8127,8
8128,8
8136,8
8138,0
8139,0
8143,8
8146,8
8148,0
8151,0
8154,0
8155,8
8157,8
8174,8
8179,8
8181,0
8182,8
8185,8
8190,8
8191,8
8200,0
8207,8
8214,0
8218,8
8222,8
8226,8
8229,8
8239,0
8242,0
8243,8
8245,8
8246,0
8247,8
8249,8
8250,0
8251,0
8255,0
8256,8
8263,8
8264,8
8267,0
8273,8
8274,8
8276,8
8278,8
8279,8
8280,8
8286,0
8287,8
8288,8
8290,8
8291,8
8296,0
8300,8
8303,8
8305,0
8310,8
8316,8
8320,0
8321,8
8322,8
8324,0
8327,0
8329,8
8330,0
8338,0
8340,0
8346,8
8348,8
8351,0
8353,0
8358,0
8365,8
8368,8
8375,0
8376,0
8389,8
8390,8
8397,8
8399,8
8401,0
8410,8
8414,0
8415,8
8416,8
8419,0
8420,0
8423,8
8427,8
8428,8
8430,8
8438,8
8444,8
8445,0
8450,8
8452,0
8453,0
8457,0
8462,8
8468,8
8470,8
8472,8
8474,0
8480,8
8490,8
8493,8
8500,8
8508,0
8521,8
8529,0
8535,0
8537,8
8542,8
8543,0
8547,0
8548,8
8553,8
8557,0
8562,8
8564,8
8566,8
8572,8
8576,8
8584,8
8588,8
8593,0
8594,8
8596,8
8599,8
8600,8
8601,0
8603,8
8614,8
8615,8
8622,8
8624,8
8631,8
8639,0
8652,8
8654,8
8658,8
8659,0
8668,8
8670,8
8672,0
8675,8
8677,8
8680,8
8685,8
8687,8
8691,8
8693,8
8702,8
8710,8
8718,8
8720,8
8725,0
8727,0
8728,0
8736,8
8738,0
8741,8
8742,8
8744,8
8750,0
8752,8
8754,8
8756,8
8766,0
8780,8
8783,0
8787,8
8791,8
8808,8
8809,8
8814,0
8815,8
8816,0
8819,8
8822,0
8829,8
8838,8
8840,8
8849,0
8851,0
8853,0
8854,8
8855,0
8870,8
8872,8
8875,0
8877,0
8879,8
8880,8
8881,0
8889,0
8897,8
8899,0
8900,8
8903,0
8905,0
8910,8
8911,8
8917,8
8926,0
8931,8
8934,0
8935,8
8948,8
8952,8
8955,8
8961,8
8962,8
8964,0
8965,8
8978,8
8981,8
8982,8
8983,8
8987,0
8988,8
8989,8
8990,8
8995,8
8998,8
9000,0
9002,0
9007,8
9008,8
9013,0
9014,0
9017,0
9023,0
9029,8
9040,8
9043,8
9045,8
9052,0
9057,0
9060,8
9063,8
9064,8
9066,8
9067,0
9072,0
9082,8
9086,8
9087,0
9094,0
9097,0
9098,8
9099,8
9120,8
9123,8
9126,8
9128,0
9129,8
9135,8
9145,8
9151,0
9152,8
9154,0
9157,0
9158,0
9160,0
9166,0
9171,8
9172,8
9174,0
9178,8
9180,8
9185,8
9186,8
9189,8
9191,8
9203,0
9206,0
9215,8
9216,8
9217,0
9220,8
9232,8
9233,8
9234,8
9247,0
9252,0
9257,0
9268,8
9271,8
9276,8
9278,8
9282,8
9285,0
9293,8
9306,8
9307,8
9313,0
9315,0
9316,8
9317,0
9318,8
9321,8
9322,8
9328,0
9333,8
9335,0
9342,8
9351,8
9354,8
9359,0
9368,8
9369,0
9375,8
9376,0
9377,8
9384,8
9388,0
9390,8
9391,8
9394,0
9396,8
9398,8
9402,0
9409,0
9410,8
9412,8
9414,8
9423,0
9426,8
9433,8
9437,8
9440,0
9442,8
9446,8
9447,8
9449,8
9451,8
9452,8
9453,8
9455,8
9456,8
9461,8
9464,8
9467,8
9469,0
9470,0
9475,0
9477,8
9481,8
9484,8
9486,8
9487,8
9489,8
9492,0
9494,8
9496,8
9500,8
9503,8
9504,8
9507,0
9512,8
9516,8
9520,8
9535,8
9536,0
9538,8
9539,8
9540,8
9546,8
9547,8
9549,8
9551,8
9558,8
9568,0
9573,8
9574,8
9576,8
9577,0
9579,0
9582,8
9584,8
9589,8
9599,8
9609,0
9613,8
9617,0
9620,8
9622,0
9623,8
9632,8
9641,8
9648,8
9649,8
9659,0
9660,0
9665,8
9666,8
9673,8
9677,8
9680,8
9689,8
9690,8
9699,8
9713,0
9714,0
9715,8
9718,8
9721,8
9729,8
9731,0
9737,8
9744,8
9749,8
9752,0
9755,8
9759,8
9761,8
9764,8
9776,8
9777,8
9778,0
9781,8
9783,0
9787,0
9800,8
9804,0
9808,8
9809,8
9811,8
9815,8
9826,8
9827,8
9829,8
9830,8
9833,8
9834,8
9837,0
9838,0
9840,8
9841,0
9842,8
9843,8
9844,8
9845,8
9856,0
9862,8
9864,0
9865,8
9870,8
9873,0
9881,8
9882,0
9886,0
9887,8
9903,0
9912,8
9913,8
9914,8
9915,8
9919,8
9924,8
9925,8
9927,8
9928,8
9932,8
9938,8
9940,0
9941,8
9944,0
9945,8
9948,8
9952,8
9966,8
9971,0
9986,0
9991,8
9993,0
9997,0
10013,8
10025,8
10027,0
10028,8
10029,0
10035,8
10044,8
10045,8
10048,8
10049,0
10051,0
10061,8
10065,8
10066,8
10067,8
10069,8
10074,0
10075,0
10079,8
10084,0
10093,8
10096,8
10099,8
10114,0
10116,8
10128,0
10138,8
10140,8
10147,8
10148,8
10149,0
10153,8
10165,0
10169,8
10175,0
10179,8
10180,8
10181,8
10184,8
10187,8
10198,0
10201,8
10207,8
10209,8
10210,8
10212,8
10231,8
10236,0
10242,0
10243,0
10245,8
10246,8
10249,0
10262,8
10269,0
10281,8
10283,0
10285,8
10287,0
10294,0
10295,8
10300,0
10301,0
10303,0
10307,8
10312,0
10321,8
10330,8
10345,8
10347,8
10348,8
10349,8
10352,0
10355,8
10356,8
10358,0
10361,8
10363,0
10374,8
10386,8
10390,8
10391,8
10392,0
10395,0
10397,0
10400,0
10406,8
10411,0
10416,8
10422,8
10426,0
10428,8
10432,0
10437,0
10438,8
10440,8
10445,8
10447,8
10457,8
10471,8
10472,0
10474,8
10478,8
10480,8
10485,8
10486,8
10496,0
10498,8
10499,0
10500,8
10501,8
10506,8
10510,8
10514,8
10524,8
10528,0
10531,8
10532,8
10533,8
10535,0
10539,8
10541,0
10543,8
10547,0
10551,8
10557,0
10560,8
10561,8
10563,8
10573,8
10574,8
10577,8
10580,8
10581,8
10583,8
10584,8
10587,0
10590,0
10591,8
10593,0
10600,8
10601,0
10605,8
10611,8
10624,8
10626,8
10630,0
10631,0
10637,8
10638,8
10639,8
10641,8
10642,0
10644,0
10645,0
10647,8
10649,0
10652,8
10661,8
10662,8
10665,8
10671,0
10677,0
10682,0
10684,0
10686,8
10688,0
10689,0
10693,0
10696,0
10698,8
10700,0
10703,8
10705,8
10706,0
10708,8
10711,8
10716,8
10722,8
10725,0
10727,0
10734,0
10735,8
10739,0
10740,8
10756,0
10757,8
10761,8
10766,8
10767,0
10770,8
10778,8
10790,0
10797,8
10800,0
10802,8
10803,8
10811,8
10814,8
